ResultID,PROJNUM,ProjectID,ActivityTypeLUID,ActivityType,ResultLUID,Result,Quantity,QuantityDetails,UnitLUID,Unit
25176,20010370,5186,2,Riparian,9,Total acres treated (riparian activities),12.9,,1,acre
5239,20010370,5186,2,Riparian,8,Total linear stream miles treated (riparian activities),0.56,reported,10,mile
5240,20010371,5187,2,Riparian,8,Total linear stream miles treated (riparian activities),0.38,reported,10,mile
25175,20010371,5187,2,Riparian,9,Total acres treated (riparian activities),1.48,,1,acre
5241,20010372,5188,2,Riparian,8,Total linear stream miles treated (riparian activities),0.23,reported,10,mile
25174,20010372,5188,2,Riparian,9,Total acres treated (riparian activities),0.83,,1,acre
5242,20010373,5189,2,Riparian,8,Total linear stream miles treated (riparian activities),0.19,reported,10,mile
25173,20010373,5189,2,Riparian,9,Total acres treated (riparian activities),0.68,,1,acre
25172,20010374,5190,2,Riparian,9,Total acres treated (riparian activities),0.82,,1,acre
5243,20010374,5190,2,Riparian,8,Total linear stream miles treated (riparian activities),0.14,reported,10,mile
5244,20010375,5191,2,Riparian,8,Total linear stream miles treated (riparian activities),0.08,reported,10,mile
25171,20010375,5191,2,Riparian,9,Total acres treated (riparian activities),0.27,,1,acre
5245,20010376,5192,2,Riparian,8,Total linear stream miles treated (riparian activities),0.22,reported,10,mile
25170,20010376,5192,2,Riparian,9,Total acres treated (riparian activities),0.98,,1,acre
5246,20010377,5193,2,Riparian,8,Total linear stream miles treated (riparian activities),0.3,reported,10,mile
25169,20010377,5193,2,Riparian,9,Total acres treated (riparian activities),1.1,,1,acre
5247,20010378,5194,2,Riparian,8,Total linear stream miles treated (riparian activities),0.23,reported,10,mile
25168,20010378,5194,2,Riparian,9,Total acres treated (riparian activities),0.83,,1,acre
5248,20010379,5195,2,Riparian,8,Total linear stream miles treated (riparian activities),0.09,reported,10,mile
25167,20010379,5195,2,Riparian,9,Total acres treated (riparian activities),0.34,,1,acre
5249,20010380,5196,2,Riparian,8,Total linear stream miles treated (riparian activities),0.9,reported,10,mile
25166,20010380,5196,2,Riparian,9,Total acres treated (riparian activities),0.34,,1,acre
5250,20010381,5197,2,Riparian,8,Total linear stream miles treated (riparian activities),0.32,reported,10,mile
25165,20010381,5197,2,Riparian,9,Total acres treated (riparian activities),3.9,,1,acre
5251,20010382,5198,2,Riparian,8,Total linear stream miles treated (riparian activities),0.6,reported,10,mile
25164,20010382,5198,2,Riparian,9,Total acres treated (riparian activities),4.57,,1,acre
5252,20010383,5199,2,Riparian,8,Total linear stream miles treated (riparian activities),0.19,reported,10,mile
25163,20010383,5199,2,Riparian,9,Total acres treated (riparian activities),0.68,,1,acre
5253,20010384,5200,2,Riparian,8,Total linear stream miles treated (riparian activities),0.18,reported,10,mile
25162,20010384,5200,2,Riparian,9,Total acres treated (riparian activities),0.69,,1,acre
5254,20010385,5201,2,Riparian,8,Total linear stream miles treated (riparian activities),0.53,reported,10,mile
25161,20010385,5201,2,Riparian,9,Total acres treated (riparian activities),1.9,,1,acre
25160,20010386,5202,2,Riparian,9,Total acres treated (riparian activities),1.56,,1,acre
5255,20010386,5202,2,Riparian,8,Total linear stream miles treated (riparian activities),0.42,reported,10,mile
5256,20010387,5203,2,Riparian,8,Total linear stream miles treated (riparian activities),0.09,reported,10,mile
25159,20010387,5203,2,Riparian,9,Total acres treated (riparian activities),1.15,,1,acre
5257,20010388,5204,2,Riparian,8,Total linear stream miles treated (riparian activities),0.62,reported,10,mile
25158,20010388,5204,2,Riparian,9,Total acres treated (riparian activities),6.29,,1,acre
5258,20010389,5205,2,Riparian,8,Total linear stream miles treated (riparian activities),0.39,reported,10,mile
25157,20010389,5205,2,Riparian,9,Total acres treated (riparian activities),2.2,,1,acre
5259,20010390,5206,2,Riparian,8,Total linear stream miles treated (riparian activities),0.24,reported,10,mile
25156,20010390,5206,2,Riparian,9,Total acres treated (riparian activities),0.91,,1,acre
5260,20010391,5207,2,Riparian,8,Total linear stream miles treated (riparian activities),0.19,reported,10,mile
25155,20010391,5207,2,Riparian,9,Total acres treated (riparian activities),0.68,,1,acre
5261,20010392,5208,2,Riparian,8,Total linear stream miles treated (riparian activities),0.03,reported,10,mile
25154,20010392,5208,2,Riparian,9,Total acres treated (riparian activities),0.1,,1,acre
5262,20010393,5209,2,Riparian,8,Total linear stream miles treated (riparian activities),0.47,reported,10,mile
25153,20010393,5209,2,Riparian,9,Total acres treated (riparian activities),1.7,,1,acre
5263,20010394,5210,2,Riparian,8,Total linear stream miles treated (riparian activities),0.49,reported,10,mile
25152,20010394,5210,2,Riparian,9,Total acres treated (riparian activities),8.36,,1,acre
5264,20010395,5211,2,Riparian,8,Total linear stream miles treated (riparian activities),0.57,reported,10,mile
25151,20010395,5211,2,Riparian,9,Total acres treated (riparian activities),2,,1,acre
25150,20010396,5212,2,Riparian,9,Total acres treated (riparian activities),4.74,,1,acre
5265,20010396,5212,2,Riparian,8,Total linear stream miles treated (riparian activities),0.66,reported,10,mile
5266,20010397,5213,2,Riparian,8,Total linear stream miles treated (riparian activities),0.4,reported,10,mile
25149,20010397,5213,2,Riparian,9,Total acres treated (riparian activities),0.73,,1,acre
5267,20010398,5214,2,Riparian,8,Total linear stream miles treated (riparian activities),0.53,reported,10,mile
25148,20010398,5214,2,Riparian,9,Total acres treated (riparian activities),9,,1,acre
5268,20010399,5215,2,Riparian,8,Total linear stream miles treated (riparian activities),0.38,reported,10,mile
25147,20010399,5215,2,Riparian,9,Total acres treated (riparian activities),3.21,,1,acre
25146,20010400,5216,2,Riparian,9,Total acres treated (riparian activities),1.03,,1,acre
5269,20010400,5216,2,Riparian,8,Total linear stream miles treated (riparian activities),0.28,reported,10,mile
14095,20010401,5217,4,Road,14,Total number of stations improved by rocking for surface drainage,31,,14,station
14096,20010402,5218,4,Road,14,Total number of stations improved by rocking for surface drainage,122,,14,station
14097,20010403,5219,4,Road,14,Total number of stations improved by rocking for surface drainage,113,,14,station
14098,20010404,5220,4,Road,14,Total number of stations improved by rocking for surface drainage,36,,14,station
14099,20010405,5221,4,Road,14,Total number of stations improved by rocking for surface drainage,83,,14,station
14100,20010406,5222,4,Road,14,Total number of stations improved by rocking for surface drainage,72,,14,station
10921,20010407,5223,4,Road,12,Total number of stream crossings improved for peak flow passage,3,,3,crossing
10922,20010408,5224,4,Road,12,Total number of stream crossings improved for peak flow passage,2,,3,crossing
10923,20010409,5225,4,Road,12,Total number of stream crossings improved for peak flow passage,1,,3,crossing
10924,20010410,5226,4,Road,12,Total number of stream crossings improved for peak flow passage,1,,3,crossing
10925,20010411,5227,4,Road,12,Total number of stream crossings improved for peak flow passage,1,,3,crossing
12739,20010412,5228,4,Road,13,Total number of non-stream crossings improved for surface drainage,3,,15,structure
12740,20010413,5229,4,Road,13,Total number of non-stream crossings improved for surface drainage,19,,15,structure
12741,20010414,5230,4,Road,13,Total number of non-stream crossings improved for surface drainage,12,,15,structure
12742,20010415,5231,4,Road,13,Total number of non-stream crossings improved for surface drainage,5,,15,structure
12743,20010416,5232,4,Road,13,Total number of non-stream crossings improved for surface drainage,5,,15,structure
12744,20010417,5233,4,Road,13,Total number of non-stream crossings improved for surface drainage,8,,15,structure
12745,20010418,5234,4,Road,13,Total number of non-stream crossings improved for surface drainage,4,,15,structure
12746,20010419,5235,4,Road,13,Total number of non-stream crossings improved for surface drainage,1,,15,structure
12747,20010420,5236,4,Road,13,Total number of non-stream crossings improved for surface drainage,10,,15,structure
12748,20010421,5237,4,Road,13,Total number of non-stream crossings improved for surface drainage,5,,15,structure
12749,20010422,5238,4,Road,13,Total number of non-stream crossings improved for surface drainage,4,,15,structure
5270,20010423,5239,2,Riparian,8,Total linear stream miles treated (riparian activities),0.23,reported,10,mile
25142,20010423,5239,2,Riparian,9,Total acres treated (riparian activities),3,,1,acre
5271,20010424,5240,2,Riparian,8,Total linear stream miles treated (riparian activities),0.34,reported,10,mile
25141,20010424,5240,2,Riparian,9,Total acres treated (riparian activities),3,,1,acre
5272,20010425,5241,2,Riparian,8,Total linear stream miles treated (riparian activities),0.72,reported,10,mile
25140,20010425,5241,2,Riparian,9,Total acres treated (riparian activities),9,,1,acre
25139,20010426,5242,2,Riparian,9,Total acres treated (riparian activities),5.5,,1,acre
5273,20010426,5242,2,Riparian,8,Total linear stream miles treated (riparian activities),0.69,reported,10,mile
5274,20010427,5243,2,Riparian,8,Total linear stream miles treated (riparian activities),0.28,reported,10,mile
25138,20010427,5243,2,Riparian,9,Total acres treated (riparian activities),5,,1,acre
5275,20010428,5244,2,Riparian,8,Total linear stream miles treated (riparian activities),0.18,reported,10,mile
25137,20010428,5244,2,Riparian,9,Total acres treated (riparian activities),6,,1,acre
5276,20010429,5245,2,Riparian,8,Total linear stream miles treated (riparian activities),0.79,reported,10,mile
25136,20010429,5245,2,Riparian,9,Total acres treated (riparian activities),7,,1,acre
5277,20010430,5246,2,Riparian,8,Total linear stream miles treated (riparian activities),0.32,reported,10,mile
25135,20010430,5246,2,Riparian,9,Total acres treated (riparian activities),5,,1,acre
5278,20010431,5247,2,Riparian,8,Total linear stream miles treated (riparian activities),0.36,reported,10,mile
25134,20010431,5247,2,Riparian,9,Total acres treated (riparian activities),3,,1,acre
5279,20010432,5248,2,Riparian,8,Total linear stream miles treated (riparian activities),0.34,reported,10,mile
25133,20010432,5248,2,Riparian,9,Total acres treated (riparian activities),4,,1,acre
5280,20010433,5249,2,Riparian,8,Total linear stream miles treated (riparian activities),0.08,reported,10,mile
25132,20010433,5249,2,Riparian,9,Total acres treated (riparian activities),0.25,,1,acre
10926,20010434,5250,4,Road,12,Total number of stream crossings improved for peak flow passage,2,,3,crossing
12750,20010435,5251,4,Road,13,Total number of non-stream crossings improved for surface drainage,8,,15,structure
10927,20010436,5252,4,Road,12,Total number of stream crossings improved for peak flow passage,11,,3,crossing
12751,20010437,5253,4,Road,13,Total number of non-stream crossings improved for surface drainage,21,,15,structure
12752,20010438,5254,4,Road,13,Total number of non-stream crossings improved for surface drainage,11,,15,structure
12753,20010439,5255,4,Road,13,Total number of non-stream crossings improved for surface drainage,1,,15,structure
12754,20010440,5256,4,Road,13,Total number of non-stream crossings improved for surface drainage,1,,15,structure
12755,20010441,5257,4,Road,13,Total number of non-stream crossings improved for surface drainage,5,,15,structure
24211,20010442,5258,2,Riparian,9,Total acres treated (riparian activities),1,,1,acre
5281,20010442,5258,2,Riparian,8,Total linear stream miles treated (riparian activities),0.28,reported,10,mile
5282,20010443,5259,2,Riparian,8,Total linear stream miles treated (riparian activities),0.55,reported,10,mile
24210,20010443,5259,2,Riparian,9,Total acres treated (riparian activities),6.7,,1,acre
5283,20010444,5260,2,Riparian,8,Total linear stream miles treated (riparian activities),0.7,reported,10,mile
24209,20010444,5260,2,Riparian,9,Total acres treated (riparian activities),4.5,,1,acre
5284,20010445,5261,2,Riparian,8,Total linear stream miles treated (riparian activities),0.63,reported,10,mile
24208,20010445,5261,2,Riparian,9,Total acres treated (riparian activities),4.3,,1,acre
5285,20010446,5262,2,Riparian,8,Total linear stream miles treated (riparian activities),0.77,reported,10,mile
