OBJECTID,HUC8,VALUE_11,VALUE_12,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,HUC_8,HUC_8_NAME,AdminBasin,BasReport
75,17120002,7408800.000000000000000,0.000000000000000,38704500.000000000000000,6521400.000000000000000,976500.000000000000000,168300.000000000000000,2726100.000000000000000,16200.000000000000000,1347324300.000000000000000,0.000000000000000,1516214700.000000000000000,19918800.000000000000000,349768800.000000000000000,14253300.000000000000000,16560900.000000000000000,93798900.000000000000000,17120002,Silvies,Malheur Lakes,Malheur Lakes
76,17120003,3709800.000000000000000,0.000000000000000,4380300.000000000000000,1572300.000000000000000,57600.000000000000000,0.000000000000000,38197800.000000000000000,0.000000000000000,143032500.000000000000000,0.000000000000000,1673298000.000000000000000,8060400.000000000000000,67211100.000000000000000,14069700.000000000000000,366300.000000000000000,91481400.000000000000000,17120003,Donner und Blitzen,Malheur Lakes,Malheur Lakes
77,17120004,6829200.000000000000000,0.000000000000000,15292800.000000000000000,2867400.000000000000000,50400.000000000000000,900.000000000000000,56682900.000000000000000,0.000000000000000,341058600.000000000000000,0.000000000000000,3752235900.000000000000000,44177400.000000000000000,106015500.000000000000000,21169800.000000000000000,1999800.000000000000000,12819600.000000000000000,17120004,Silver,Malheur Lakes,Malheur Lakes
78,17120005,73684800.000000000000000,0.000000000000000,77760900.000000000000000,30395700.000000000000000,1074600.000000000000000,36000.000000000000000,633339000.000000000000000,0.000000000000000,1517528700.000000000000000,0.000000000000000,7434540000.000000000000000,514025100.000000000000000,11879100.000000000000000,277837200.000000000000000,2346300.000000000000000,134085600.000000000000000,17120005,Summer Lake,Goose & Summer Lakes,Goose & Summer Lakes
79,17120006,153886500.000000000000000,0.000000000000000,12611700.000000000000000,4404600.000000000000000,319500.000000000000000,5400.000000000000000,56760300.000000000000000,51300.000000000000000,610256700.000000000000000,0.000000000000000,1476190800.000000000000000,226356300.000000000000000,4566600.000000000000000,36468900.000000000000000,61226100.000000000000000,27674100.000000000000000,17120006,Lake Abert,Goose & Summer Lakes,Goose & Summer Lakes
80,17120007,177181200.000000000000000,0.000000000000000,11581200.000000000000000,2304000.000000000000000,33300.000000000000000,0.000000000000000,61305300.000000000000000,324900.000000000000000,396834300.000000000000000,90900.000000000000000,3520506600.000000000000000,106270200.000000000000000,13717800.000000000000000,13366800.000000000000000,11973600.000000000000000,128248200.000000000000000,17120007,Warner Lakes,Goose & Summer Lakes,Goose & Summer Lakes
81,17120008,17314200.000000000000000,0.000000000000000,7971300.000000000000000,2481300.000000000000000,27000.000000000000000,0.000000000000000,349126200.000000000000000,0.000000000000000,26535600.000000000000000,0.000000000000000,6064052400.000000000000000,93287700.000000000000000,759600.000000000000000,9126900.000000000000000,2353500.000000000000000,53879400.000000000000000,17120008,Guano,Malheur Lakes,Malheur Lakes
82,17120009,3929400.000000000000000,0.000000000000000,10581300.000000000000000,4482000.000000000000000,48600.000000000000000,0.000000000000000,365905800.000000000000000,38700.000000000000000,34469100.000000000000000,0.000000000000000,4617902700.000000000000000,45208800.000000000000000,39818700.000000000000000,7560000.000000000000000,16500600.000000000000000,18056700.000000000000000,17120009,Alvord Lake,Malheur Lakes,Malheur Lakes
83,18010101,0.000000000000000,0.000000000000000,2817000.000000000000000,153000.000000000000000,900.000000000000000,0.000000000000000,106200.000000000000000,0.000000000000000,144279000.000000000000000,1310400.000000000000000,85378500.000000000000000,997200.000000000000000,0.000000000000000,0.000000000000000,90000.000000000000000,0.000000000000000,18010101,Smith,South Coast,South Coast
84,18010201,65102400.000000000000000,0.000000000000000,24860700.000000000000000,4448700.000000000000000,514800.000000000000000,37800.000000000000000,23585400.000000000000000,0.000000000000000,2350942200.000000000000000,0.000000000000000,711343800.000000000000000,209433600.000000000000000,36939600.000000000000000,24588900.000000000000000,4990500.000000000000000,269037900.000000000000000,18010201,Williamson,Klamath,Klamath
85,18010202,4817700.000000000000000,0.000000000000000,14139900.000000000000000,2456100.000000000000000,215100.000000000000000,7200.000000000000000,14723100.000000000000000,50400.000000000000000,2210773500.000000000000000,0.000000000000000,986459400.000000000000000,678231900.000000000000000,39177000.000000000000000,54934200.000000000000000,5130000.000000000000000,159796800.000000000000000,18010202,Sprague,Klamath,Klamath
86,18010203,290990700.000000000000000,0.000000000000000,25656300.000000000000000,5702400.000000000000000,1885500.000000000000000,564300.000000000000000,21366000.000000000000000,1326600.000000000000000,1032247800.000000000000000,1034100.000000000000000,128173500.000000000000000,24879600.000000000000000,70798500.000000000000000,172939500.000000000000000,396000.000000000000000,97191000.000000000000000,18010203,Upper Klamath Lake,Klamath,Klamath
87,18010204,42309000.000000000000000,242100.000000000000000,62978400.000000000000000,32151600.000000000000000,11067300.000000000000000,4814100.000000000000000,22059900.000000000000000,369000.000000000000000,1053407700.000000000000000,29700.000000000000000,873972900.000000000000000,436374000.000000000000000,258851700.000000000000000,548506800.000000000000000,574200.000000000000000,30450600.000000000000000,18010204,Lost,Klamath,Klamath
88,18010205,31500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,80100.000000000000000,0.000000000000000,25494300.000000000000000,31500.000000000000000,2687400.000000000000000,576900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,118800.000000000000000,18010205,Butte,Klamath,Klamath
89,18010206,12041100.000000000000000,0.000000000000000,14291100.000000000000000,2485800.000000000000000,300600.000000000000000,46800.000000000000000,3406500.000000000000000,5754600.000000000000000,947116800.000000000000000,8769600.000000000000000,385870500.000000000000000,89098200.000000000000000,414900.000000000000000,702900.000000000000000,2375100.000000000000000,7232400.000000000000000,18010206,Upper Klamath,Klamath,Klamath
90,18010209,0.000000000000000,0.000000000000000,6300.000000000000000,900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52200.000000000000000,0.000000000000000,20700.000000000000000,11700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18010209,Lower Klamath,Klamath,Klamath
91,18020001,131948100.000000000000000,0.000000000000000,13586400.000000000000000,4977000.000000000000000,1651500.000000000000000,225000.000000000000000,42363900.000000000000000,209700.000000000000000,797432400.000000000000000,0.000000000000000,392241600.000000000000000,235745100.000000000000000,157281300.000000000000000,70086600.000000000000000,3249900.000000000000000,25280100.000000000000000,18020001,Goose Lake,Goose & Summer Lakes,Goose & Summer Lakes
